,junction,strand,label_5_prime,label_3_prime,position_off_5_prime,position_off_3_prime,transcripts,annotation
163,chr10:117705229-117709699,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000105263.8', 'ENSMUST00000020408.15', 'ENSMUST00000147823.1', 'ENSMUST00000126022.7', 'ENSMUST00000137102.7', 'ENSMUST00000132277.7', 'ENSMUST00000155285.7']",both sides
164,chr10:117705229-117709945,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000105263.8', 'ENSMUST00000020408.15', 'ENSMUST00000147823.1', 'ENSMUST00000126022.7', 'ENSMUST00000137102.7', 'ENSMUST00000132277.7', 'ENSMUST00000155285.7']",both sides
165,chr10:117709784-117709945,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000105263.8', 'ENSMUST00000020408.15', 'ENSMUST00000147823.1', 'ENSMUST00000126022.7', 'ENSMUST00000137102.7', 'ENSMUST00000132277.7', 'ENSMUST00000155285.7']",both sides
166,chr10:117766403-117770187,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000218576.1', 'ENSMUST00000064848.6', 'ENSMUST00000167943.7']",both sides
167,chr10:117768843-117769083,-,unannotated on 5',unannotated on 3',,,[],none
168,chr10:117768843-117769602,-,unannotated on 5',unannotated on 3',,,[],none
169,chr10:117768872-117768992,-,unannotated on 5',unannotated on 3',,,[],none
170,chr10:117768872-117769178,-,unannotated on 5',unannotated on 3',,,[],none
171,chr10:117768872-117769209,-,unannotated on 5',unannotated on 3',,,[],none
172,chr10:117768872-117769240,-,unannotated on 5',unannotated on 3',,,[],none
173,chr10:117768872-117769271,-,unannotated on 5',unannotated on 3',,,[],none
174,chr10:117768872-117769420,-,unannotated on 5',unannotated on 3',,,[],none
175,chr10:117768932-117769178,-,unannotated on 5',unannotated on 3',,,[],none
176,chr10:117768963-117769052,-,unannotated on 5',unannotated on 3',,,[],none
177,chr10:117768963-117769116,-,unannotated on 5',unannotated on 3',,,[],none
178,chr10:117768963-117769149,-,unannotated on 5',unannotated on 3',,,[],none
179,chr10:117768963-117769178,-,unannotated on 5',unannotated on 3',,,[],none
180,chr10:117768963-117769331,-,unannotated on 5',unannotated on 3',,,[],none
181,chr10:117768963-117769420,-,unannotated on 5',unannotated on 3',,,[],none
182,chr10:117768963-117769480,-,unannotated on 5',unannotated on 3',,,[],none
183,chr10:117769023-117769331,-,unannotated on 5',unannotated on 3',,,[],none
184,chr10:117769052-117769178,-,unannotated on 5',unannotated on 3',,,[],none
185,chr10:117769052-117769302,-,unannotated on 5',unannotated on 3',,,[],none
186,chr10:117769052-117769451,-,unannotated on 5',unannotated on 3',,,[],none
187,chr10:117769083-117769178,-,unannotated on 5',unannotated on 3',,,[],none
188,chr10:117769083-117769331,-,unannotated on 5',unannotated on 3',,,[],none
189,chr10:117769083-117769420,-,unannotated on 5',unannotated on 3',,,[],none
190,chr10:117769116-117769602,-,unannotated on 5',unannotated on 3',,,[],none
191,chr10:117769149-117769302,-,unannotated on 5',unannotated on 3',,,[],none
192,chr10:117769240-117769480,-,unannotated on 5',unannotated on 3',,,[],none
193,chr10:117769271-117769480,-,unannotated on 5',unannotated on 3',,,[],none
194,chr10:117769302-117769420,-,unannotated on 5',unannotated on 3',,,[],none
195,chr10:117769302-117769571,-,unannotated on 5',unannotated on 3',,,[],none
196,chr10:117769331-117769451,-,unannotated on 5',unannotated on 3',,,[],none
197,chr10:117769362-117769480,-,unannotated on 5',unannotated on 3',,,[],none
198,chr10:117769393-117769480,-,unannotated on 5',unannotated on 3',,,[],none
199,chr10:117769393-117769571,-,unannotated on 5',unannotated on 3',,,[],none
200,chr10:117769480-117769571,-,unannotated on 5',unannotated on 3',,,[],none
201,chr10:117769480-117769631,-,unannotated on 5',unannotated on 3',,,[],none
202,chr10:117769509-117769571,-,unannotated on 5',unannotated on 3',,,[],none
203,chr10:117769509-117769631,-,unannotated on 5',unannotated on 3',,,[],none
204,chr10:118146971-118147980,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000163238.8', 'ENSMUST00000020437.12', 'ENSMUST00000164077.8', 'ENSMUST00000169817.2', 'ENSMUST00000218011.1', 'ENSMUST00000219605.1']",both sides
205,chr10:118146971-118150788,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000163238.8', 'ENSMUST00000020437.12', 'ENSMUST00000164077.8', 'ENSMUST00000169817.2', 'ENSMUST00000218011.1', 'ENSMUST00000219605.1']",both sides
206,chr10:118148115-118150788,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000020437.12', 'ENSMUST00000163238.8', 'ENSMUST00000164077.8', 'ENSMUST00000219605.1']",both sides
207,chr10:118148115-118150821,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000020437.12', 'ENSMUST00000163238.8', 'ENSMUST00000164077.8', 'ENSMUST00000219605.1']",both sides
208,chr10:118152274-118156833,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000163238.8', 'ENSMUST00000020437.12', 'ENSMUST00000164077.8', 'ENSMUST00000169817.2', 'ENSMUST00000218400.1']",both sides
209,chr10:118152274-118157194,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000163238.8', 'ENSMUST00000020437.12', 'ENSMUST00000164077.8', 'ENSMUST00000169817.2', 'ENSMUST00000218400.1']",both sides
210,chr10:118156863-118157194,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000218400.1', 'ENSMUST00000163238.8', 'ENSMUST00000169817.2']",both sides
211,chr10:118164447-118166624,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000020437.12', 'ENSMUST00000163238.8', 'ENSMUST00000164077.8', 'ENSMUST00000169817.2']",both sides
212,chr10:118164447-118168050,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000020437.12', 'ENSMUST00000163238.8', 'ENSMUST00000164077.8', 'ENSMUST00000169817.2']",both sides
213,chr10:118166684-118168050,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000020437.12', 'ENSMUST00000163238.8', 'ENSMUST00000169817.2']",both sides
214,chr10:118240561-118253404,+,unannotated on 5',unannotated on 3',,,[],none
215,chr10:118240561-118258833,+,unannotated on 5',unannotated on 3',,,[],none
216,chr10:118240634-118253477,-,unannotated on 5',unannotated on 3',,,[],none
217,chr10:118240634-118258906,-,unannotated on 5',unannotated on 3',,,[],none
218,chr10:118244630-118254362,-,unannotated on 5',unannotated on 3',,,[],none
219,chr10:118245990-118253404,+,unannotated on 5',unannotated on 3',,,[],none
220,chr10:118245990-118258833,+,unannotated on 5',unannotated on 3',,,[],none
221,chr10:118246063-118253477,-,unannotated on 5',unannotated on 3',,,[],none
222,chr10:118246063-118258906,-,unannotated on 5',unannotated on 3',,,[],none
223,chr10:118502364-118511453,-,annotated on 5',unannotated on 3',1.0,,['ENSMUST00000220034.1'],one side
224,chr10:118502364-118514583,-,annotated on 5',unannotated on 3',1.0,,['ENSMUST00000220034.1'],one side
225,chr10:118511580-118514583,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000220034.1'],both sides
226,chr10:118861153-118868149,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000218692.1', 'ENSMUST00000218477.1', 'ENSMUST00000004281.9']",both sides
227,chr10:118861153-118869671,-,unannotated on 5',annotated on 3',,0.0,"['ENSMUST00000218692.1', 'ENSMUST00000218477.1', 'ENSMUST00000004281.9']",one side
228,chr10:118868298-118868720,-,annotated on 5',annotated on 3',1.0,1.0,"['ENSMUST00000218692.1', 'ENSMUST00000004281.9']",both sides
229,chr10:118910806-118911215,-,unannotated on 5',unannotated on 3',,,[],none
230,chr10:118911014-118911215,-,unannotated on 5',unannotated on 3',,,[],none
231,chr10:119059322-119076133,-,unannotated on 5',unannotated on 3',,,[],none
232,chr10:119067708-119075155,-,unannotated on 5',unannotated on 3',,,[],none
233,chr10:119067708-119076133,-,unannotated on 5',unannotated on 3',,,[],none
234,chr10:119075246-119076133,-,unannotated on 5',unannotated on 3',,,[],none
235,chr10:119784490-119785022,-,unannotated on 5',unannotated on 3',,,[],none
236,chr10:119784528-119784604,-,unannotated on 5',unannotated on 3',,,[],none
237,chr10:119784528-119785022,-,unannotated on 5',unannotated on 3',,,[],none
238,chr10:119784756-119785022,-,unannotated on 5',unannotated on 3',,,[],none
239,chr10:119784756-119785174,-,unannotated on 5',unannotated on 3',,,[],none
240,chr10:119784832-119785022,-,unannotated on 5',unannotated on 3',,,[],none
241,chr10:119784946-119785174,-,unannotated on 5',unannotated on 3',,,[],none
242,chr10:119785098-119785174,-,unannotated on 5',unannotated on 3',,,[],none
243,chr10:120202195-120202512,+,annotated on 5',unannotated on 3',0.0,,"['ENSMUST00000145015.7', 'ENSMUST00000156247.1']",one side
244,chr10:120202195-120202947,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000145015.7', 'ENSMUST00000156247.1']",both sides
245,chr10:120202707-120202947,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000135794.1'],both sides
246,chr10:120227123-120227973,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000220107.1', 'ENSMUST00000020444.15']",both sides
247,chr10:120227549-120227973,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000130198.2'],both sides
248,chr10:120370024-120371256,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000161511.1', 'ENSMUST00000041178.11', 'ENSMUST00000159621.7', 'ENSMUST00000160091.7']",both sides
249,chr10:120370024-120382064,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000161511.1', 'ENSMUST00000041178.11', 'ENSMUST00000159621.7', 'ENSMUST00000160091.7']",both sides
250,chr10:120371304-120382064,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000160091.7'],both sides
251,chr10:120388696-120389765,+,unannotated on 5',annotated on 3',,1.0,[],one side
252,chr10:120389629-120389765,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000161291.1'],both sides
253,chr10:120944593-120944675,+,unannotated on 5',unannotated on 3',,,[],none
254,chr10:120944620-120944675,+,unannotated on 5',unannotated on 3',,,[],none
255,chr10:120944620-120944758,+,unannotated on 5',unannotated on 3',,,[],none
256,chr10:121267624-121271406,-,unannotated on 5',annotated on 3',,0.0,"['ENSMUST00000064107.6', 'ENSMUST00000218111.1']",one side
257,chr10:121267624-121271994,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000064107.6', 'ENSMUST00000218111.1']",both sides
258,chr10:121271466-121271994,-,annotated on 5',unannotated on 3',1.0,,"['ENSMUST00000064107.6', 'ENSMUST00000218111.1']",one side
259,chr10:121306883-121310643,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000064107.6', 'ENSMUST00000219179.1']",both sides
260,chr10:121306883-121347104,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000064107.6', 'ENSMUST00000219354.1', 'ENSMUST00000219179.1']",both sides
261,chr10:121329164-121347104,-,annotated on 5',unannotated on 3',1.0,,"['ENSMUST00000219354.1', 'ENSMUST00000219179.1']",one side
262,chr10:121622991-121626104,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000218004.1', 'ENSMUST00000039810.7']",both sides
263,chr10:121622991-121626129,-,unannotated on 5',annotated on 3',,0.0,"['ENSMUST00000218004.1', 'ENSMUST00000039810.7']",one side
264,chr10:121740210-121745330,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000136432.1', 'ENSMUST00000065600.7']",both sides
265,chr10:121740210-121745497,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000136432.1', 'ENSMUST00000065600.7']",both sides
266,chr10:121745616-121746940,+,annotated on 5',unannotated on 3',0.0,,"['ENSMUST00000136432.1', 'ENSMUST00000065600.7']",one side
267,chr10:121745616-121750302,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000136432.1', 'ENSMUST00000065600.7']",both sides
268,chr10:123009631-123009912,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000170935.8', 'ENSMUST00000222536.1', 'ENSMUST00000073792.10', 'ENSMUST00000037557.8']",both sides
269,chr10:123009631-123010493,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000170935.8', 'ENSMUST00000222536.1', 'ENSMUST00000073792.10', 'ENSMUST00000037557.8']",both sides
270,chr10:123009930-123010493,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000170935.8', 'ENSMUST00000222536.1', 'ENSMUST00000073792.10', 'ENSMUST00000037557.8']",both sides
271,chr10:123031121-123032522,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000170935.8', 'ENSMUST00000073792.10', 'ENSMUST00000037557.8']",both sides
272,chr10:123031124-123032522,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000170935.8', 'ENSMUST00000073792.10', 'ENSMUST00000037557.8']",both sides
273,chr10:123146938-123153040,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000220377.1', 'ENSMUST00000219413.1', 'ENSMUST00000020334.8', 'ENSMUST00000219992.1', 'ENSMUST00000218079.1']",both sides
274,chr10:123146938-123163592,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000220377.1', 'ENSMUST00000220284.1', 'ENSMUST00000219413.1', 'ENSMUST00000020334.8', 'ENSMUST00000219992.1', 'ENSMUST00000218079.1']",both sides
275,chr10:123153127-123163592,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000220377.1', 'ENSMUST00000220284.1', 'ENSMUST00000217985.1', 'ENSMUST00000020334.8', 'ENSMUST00000219992.1', 'ENSMUST00000218079.1']",both sides
276,chr10:125302081-125328334,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000210069.1', 'ENSMUST00000211781.1', 'ENSMUST00000063318.9', 'ENSMUST00000210780.1', 'ENSMUST00000105257.3']",both sides
277,chr10:125302081-125339138,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000210069.1', 'ENSMUST00000211781.1', 'ENSMUST00000063318.9', 'ENSMUST00000210780.1', 'ENSMUST00000105257.3']",both sides
278,chr10:125341850-125377474,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000210069.1', 'ENSMUST00000210780.1', 'ENSMUST00000209246.1']",both sides
279,chr10:125341850-125389286,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000210069.1', 'ENSMUST00000210780.1', 'ENSMUST00000209246.1']",both sides
280,chr10:125377578-125389286,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000210780.1', 'ENSMUST00000209246.1']",both sides
281,chr10:12538213-12547946,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000076817.4', 'ENSMUST00000217994.1', 'ENSMUST00000219003.1', 'ENSMUST00000218635.1']",both sides
282,chr10:12538213-12621190,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000076817.4', 'ENSMUST00000217994.1', 'ENSMUST00000219003.1', 'ENSMUST00000218635.1']",both sides
283,chr10:125388719-125389286,-,annotated on 5',unannotated on 3',1.0,,"['ENSMUST00000210780.1', 'ENSMUST00000209246.1']",one side
284,chr10:125744124-125744276,-,unannotated on 5',unannotated on 3',,,[],none
285,chr10:125744124-125744280,-,unannotated on 5',unannotated on 3',,,[],none
286,chr10:125744124-125744777,-,unannotated on 5',unannotated on 3',,,[],none
287,chr10:125972467-125981068,+,annotated on 5',unannotated on 3',0.0,,"['ENSMUST00000217813.1', 'ENSMUST00000074807.7', 'ENSMUST00000220332.1']",one side
288,chr10:125972467-125994417,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000217813.1', 'ENSMUST00000074807.7', 'ENSMUST00000220332.1']",both sides
289,chr10:126868725-126891639,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000026504.12', 'ENSMUST00000168520.2', 'ENSMUST00000220051.1']",both sides
290,chr10:126887694-126891639,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000026504.12', 'ENSMUST00000168520.2', 'ENSMUST00000220051.1']",both sides
291,chr10:126891723-126894224,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000026504.12', 'ENSMUST00000168520.2', 'ENSMUST00000220051.1']",both sides
292,chr10:126891795-126894224,-,annotated on 5',unannotated on 3',1.0,,"['ENSMUST00000026504.12', 'ENSMUST00000168520.2', 'ENSMUST00000220051.1']",one side
293,chr10:126999383-126999477,+,unannotated on 5',unannotated on 3',,,[],none
294,chr10:126999383-126999524,+,unannotated on 5',unannotated on 3',,,[],none
295,chr10:126999430-126999524,+,unannotated on 5',unannotated on 3',,,[],none
296,chr10:127034436-127045634,+,unannotated on 5',unannotated on 3',,,[],none
297,chr10:127042070-127043059,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000120542.7', 'ENSMUST00000139486.1', 'ENSMUST00000135655.1', 'ENSMUST00000006915.13']",both sides
298,chr10:127043223-127044466,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000120542.7', 'ENSMUST00000139486.1', 'ENSMUST00000006915.13']",both sides
299,chr10:127044651-127044755,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000120542.7', 'ENSMUST00000006915.13']",both sides
300,chr10:127044869-127045025,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000120542.7', 'ENSMUST00000139486.1', 'ENSMUST00000006915.13']",both sides
301,chr10:127045127-127045278,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000120542.7', 'ENSMUST00000139486.1', 'ENSMUST00000006915.13']",both sides
302,chr10:127067866-127068026,+,unannotated on 5',unannotated on 3',,,[],none
303,chr10:127067866-127137540,+,unannotated on 5',unannotated on 3',,,[],none
304,chr10:127070624-127070916,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000217874.1'],both sides
305,chr10:127075591-127076931,+,annotated on 5',unannotated on 3',0.0,,['ENSMUST00000218292.1'],one side
306,chr10:127075591-127082363,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000218292.1'],both sides
307,chr10:127082422-127082965,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000217941.1', 'ENSMUST00000039259.6']",both sides
308,chr10:127083053-127083207,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000217941.1', 'ENSMUST00000039259.6']",both sides
309,chr10:127083293-127083430,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000217941.1', 'ENSMUST00000039259.6']",both sides
310,chr10:127083578-127085112,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000217941.1', 'ENSMUST00000039259.6']",both sides
311,chr10:127085247-127085550,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000217941.1', 'ENSMUST00000039259.6']",both sides
312,chr10:127085660-127086926,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000217941.1', 'ENSMUST00000039259.6']",both sides
313,chr10:127087085-127087233,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000217941.1', 'ENSMUST00000039259.6']",both sides
314,chr10:127087320-127087401,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000217941.1', 'ENSMUST00000039259.6']",both sides
315,chr10:127087506-127087884,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000217941.1', 'ENSMUST00000039259.6']",both sides
316,chr10:127088047-127088208,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000217941.1', 'ENSMUST00000039259.6']",both sides
317,chr10:127088328-127089229,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000217941.1', 'ENSMUST00000039259.6']",both sides
318,chr10:127090575-127090671,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000217941.1', 'ENSMUST00000039259.6']",both sides
319,chr10:127090762-127090874,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000217941.1', 'ENSMUST00000039259.6']",both sides
320,chr10:127091097-127091192,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000217941.1', 'ENSMUST00000039259.6']",both sides
321,chr10:127091448-127091569,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000217941.1', 'ENSMUST00000039259.6']",both sides
322,chr10:127095695-127099900,-,unannotated on 5',unannotated on 3',,,[],none
323,chr10:127095909-127098896,-,unannotated on 5',unannotated on 3',,,[],none
324,chr10:127096372-127096629,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000080975.5', 'ENSMUST00000164259.8']",both sides
325,chr10:127096742-127096914,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000080975.5', 'ENSMUST00000164259.8']",both sides
326,chr10:127096742-127097931,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000080975.5', 'ENSMUST00000164259.8']",both sides
327,chr10:127097079-127097931,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000080975.5', 'ENSMUST00000164259.8']",both sides
328,chr10:127098067-127099642,-,unannotated on 5',unannotated on 3',,,[],none
329,chr10:127098121-127098340,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000080975.5', 'ENSMUST00000218798.1', 'ENSMUST00000164259.8']",both sides
330,chr10:127098637-127098830,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000080975.5', 'ENSMUST00000218798.1', 'ENSMUST00000164259.8']",both sides
